"nama","kode_rs","tempat_tidur","telepon","lat","lon","alamat","tipe","wilayah","propinsi"
"RS UMUM VITA INSANI","1273055",237,"0622 22520",2.96168,99.0709,"JL. MERDEKA NO.329, PEMATANG SIANTAR","","KOTA PEMATANGSIANTAR, SUMATERA UTARA","SUMATERA UTARA"
"RS IBU DAN ANAK PERMATA SERDANG","3604050",22,"(0254) 387515",-6.0364,106.084496,"JL WARINGIN KURUNG RT 001 RW 003 DESA SEDANG KECAMATAN KRAMATWATU KABUPATEN SERANG","","SERANG, BANTEN","BANTEN"
"RS UMUM MH. THAMRIN","3201207",122,"(021) 8235052",-6.4322,106.949,"JL. RAYA NAROGONG KM.16, LIMUS NUNGGAL CILEUNGSI, BOGOR","","BOGOR, JAWA BARAT","JAWA BARAT"
"RS  TONSEA","7102095",51,"(0431) 891755",1.404999,124.959861,"JL. ARNOLD MANONUTU NO.167, SAWANGAN, KEC. AIRMADIDI, KABUPATEN MINAHASA UTARA, SULAWESI UTARA","","MINAHASA, SULAWESI UTARA","SULAWESI UTARA"
"RSU PKU MUHAMMADIYAH SEKAPUK","3525095",47,"(031) 3940876",-6.956562,112.504128,"JLN. RAYA DEANDLES NO. 21 SEKAPUK UJUNG PANGKAH GRESIK","","GRESIK, JAWA TIMUR","JAWA TIMUR"
"RS UMUM DAERAH TARAKAN","6473016",443,"(0551) 21166",3.27609,117.619,"JL P. IRIAN NO. 01 SKIP TARAKAN","","KOTA TARAKAN, KALIMANTAN UTARA","KALIMANTAN UTARA"
"RSUPN DR. CIPTO MANGUNKUSUMO","3173014",1013,"(021) 1500135",-6.1971866380037,106.84687754631,"JL. DIPONEGORO 71 JAKARTA PUSAT","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DAERAH SULTAN SURIANSYAH BANJARMASIN","6371156",21,"(0511) 6782000 / 0812-8866-6684",-3.33311,114.585183,"JL. RANTAUAN DARAT, KELAYAN SEL., KEC. BANJARMASIN SEL., KOTA BANJARMASIN, KALIMANTAN SELATAN 70234","","KOTA BANJARMASIN, KALIMANTAN SELATAN","KALIMANTAN SELATAN"
"RS UMUM DAERAH KABUPATEN BUTON TENGAH","7414002",42,"08114415729",-5.266473,122.569234,"LABUNGKARI DESA WALANDO KEC.GU","","BUTON TENGAH, SULAWESI TENGGARA","SULAWESI TENGGARA"
"RS TK.IV PALANGKARAYA","6271023",19,"(0536) 3220238",-1.5934,113.231,"JL. DIPONEGORO NO.55 PALANGKARAYA KALTENG","","MURUNG RAYA, KALIMANTAN TENGAH","KALIMANTAN TENGAH"
"RS SILOAM HOSPITALS LIPPO VILLAGE","3671054",403,"(021) 80646900",-6.2252,106.597,"JL. SILOAM LIPPO KARAWACI TANGERANG","","TANGERANG, BANTEN","BANTEN"
"RS UMUM GADING PLUIT","3175407",177,"021-4521001",-6.1660999981675,106.91595393848,"JL. BOULEVARD TIMUR RAYA PEGANGSAAN DUA,KELAPA GADING","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS KANKER DHARMAIS","3174063",405,"(021) 5681570",-6.186706,106.797952,"JL. S PARMAN KAV.84-86 SLIPI JAKARTA BARAT","","JAKARTA BARAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM PANTAI INDAH KAPUK","3175352",164,"021-5880911",-6.1119400044426,106.75277201223,"JL. PANTAI INDAH UTARA 3 PANTAI INDAH KAPUK, KAPUK MUARA, PENJARINGAN","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS UMUM KELUARGA SEHAT","3318108",198,"(0295) 386111",-6.762789,111.015681,"JL. JENDRAL SUDIRMAN, NO. 9, MARGOREJO, GEBYARAN, SUKOHARJO, KEC. PATI, KABUPATEN PATI, JAWA TENGAH 59163","","PATI, JAWA TENGAH","JAWA TENGAH"
"RS BHAKTI RAHAYU","3578614",67,"(031) 8295922",-7.311743,112.722983,"JL. KETINTANG MADYA I/16 SURABAYA","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS TK. II  UDAYANA","5171031",124,"(0361) 228061",-8.6634,115.219,"JL. P.B SUDIRMAN NO.1 DENPASAR","","KOTA DENPASAR, BALI","BALI"
"RS UMUM DAERAH KOTA TANGERANG","3671208",153,"021-29720200",-6.200732,106.6347,"PERUMAHAN MODERNLAND, JL. PULAU PUTRI RAYA, RT.001/RW.001, KLP. INDAH, KEC. TANGERANG, KOTA TANGERANG, BANTEN 15117","","TANGERANG, BANTEN","BANTEN"
"RS UMUM MANADO MEDICAL CENTER","7171102",98,"(0431) 866641",1.4861752505787,124.86107198587,"JLN. RAJAWALI NO. 8 - KEC. PAAL 2 - KEL. PAAL 2 - KOTA MANADO - 95129","","KOTA MANADO, SULAWESI UTARA","SULAWESI UTARA"
"RS UMUM BAYUKARTA","3215023",151,"(0267) 401818",-6.3147,107.317,"JL. KERTABUMI NO.44 KARAWANG","","KARAWANG, JAWA BARAT","JAWA BARAT"
"RS IBU DAN ANAK GRHA BUNDA","3204129",43,"(022) 87256789",-6.913186,107.645483,"JL. TERUSAN JAKARTA NO. 15-17 KEC. KIARACONDONG KOTA BANDUNG","","BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM DHARMA YADNYA","5171122",57,"(0361) 462488",-8.642,115.251,"JL. WR.SUPRATMAN 256,DENPASAR","","KOTA DENPASAR, BALI","BALI"
"RS UMUM AISYIYAH SITI FATIMAH","3515138",53,"(031) 8851840",-7.48571,112.652929,"L. RAYA KENONGO NO.14, KENONGO, KEC. TULANGAN, KABUPATEN SIDOARJO, JAWA TIMUR 61273","","SIDOARJO, JAWA TIMUR","JAWA TIMUR"
"RS UMUM EVASARI","3173441",44,"(021) 4201515",-6.193641,106.85989,"JL. RAWAMANGUN NO. 47, RAWASARI, CEMPAKA PUTIH, JAKARTA PUSAT","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS SARI ASIH CIPUTAT","3674005",161,"(021) 7410808",-6.325239,106.744358,"JL RAYA OTISTA SASAK TINGGI  NO. 3 CIPUTAT","","KOTA TANGERANG SELATAN, BANTEN","BANTEN"
"RS UMUM PELENGKAP MEDICAL CENTER","3517095",94,"(0321) 877945",-7.548865,112.235464,"JL. IR. JUANDA NOMOR 03, JOMBANG, PROVINSI JAWA TIMUR","","JOMBANG, JAWA TIMUR","JAWA TIMUR"
"RS UMUM ANNISA","3216126",202,"(021) 8904165",-6.2732,107.174,"JL. CIKARANG BARU NO.31 CIKARANG UTARA BEKASI","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM MITRA KELUARGA BEKASI TIMUR","3275046",253,"(021) 89999222",-6.259534,107.012703,"JL. PENGASINAN JL. RW. SEMUT RAYA, RT.004/RW.012, MARGAHAYU, KEC. BEKASI TIM., KOTA BKS, JAWA BARAT 17113","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM DAERAH AWET MUDA NARMADA","5201012",80,"081239798992",-8.597488,116.190971,"JL. AHMAD YANI NO. 69 TELAGA NGEMBENG NARMADA LOMBOK BARAT","","LOMBOK BARAT, NUSA TENGGARA BARAT","NUSA TENGGARA BARAT"
"RS UMUM  MARDI WALUYO","1871020",204,"",-8.109314,112.179229,"JL. KALIMANTAN, SANANWETAN, KEC. SANANWETAN, KOTA BLITAR, JAWA TIMUR 66137","","BLITAR, JAWA TIMUR","JAWA TIMUR"
"RS AWAL BROS BETANG PAMBELUM","6271027",53,"0536) 4281888",-2.171658,113.872069,"JL. TJILIK RIWUT NO.KM 6.5, RT.02/RW.01, BUKIT TUNGGAL, KEC. JEKAN RAYA, KOTA PALANGKA RAYA, KALIMANTAN TENGAH 73112","","MURUNG RAYA, KALIMANTAN TENGAH","KALIMANTAN TENGAH"
"RS UMUM AR-RASYID PALEMBANG","1671343",96,"(0711) 5610503",-2.936342,104.721309,"JL. H. M. SALEH NO. 02 KM. 7 KEL. SUKARAMI KEC. SUKARAMI PALEMBANG","","KOTA PALEMBANG, SUMATERA SELATAN","SUMATERA SELATAN"
"RSK PUSAT OTAK NASIONAL","3172749",212,"(021) 29373377",-6.246056,106.870395,"JL MT HARYONO KAV 11, KELURAHAN CAWANG, KECAMATAN KRAMAT JATI, JAKARTA TIMUR","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS UMUM KUMALA SIWIMIJEN KUDUS","3319022",97,"(0291) 4245551",-6.785771,110.790524,"JL. JEPARA KM. 6 DESA MIJEN KEC. KALIWUNGU","","KUDUS, JAWA TENGAH","JAWA TENGAH"
"RS UMUM DAERAH KRAMAT JATI","3172761",105,"(021) 87791352",-6.286805,106.8623,"JLN. RAYA INPRES NO. 48","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DAERAH TUGU KOJA","3175412",94,"(021) 26061110",-6.127046,106.906997,"JL. WALANG PERMAI NO.39, RW.12, TUGU UTARA, KEC. KOJA, KOTA JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14260","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS UMUM MITRA KEMAYORAN","3173656",174,"(021) 6545555",-6.151944,106.8585,"JL. LANDAS PACU TIMUR KEMAYORAN","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM MITRA KELUARGA KELAPA GADING","3175385",145,"021-45852700",-6.1519,106.897,"JL. BUKIT GADING RAYA KAV.2","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS UMUM HAJI JAKARTA","3172724",189,"(021) 8000694",-6.289961,106.889377,"JL. RAYA PONDOK GEDE NO.4","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
" RS UMUM BANTUAN KUDUS","3319102",50,"",-6.8053,110.85,"JL. JEND. SUDIRMAN NO.64, KUDUS","","KUDUS, JAWA TENGAH","JAWA TENGAH"
"RS UMUM DR. OEN SAWIT","3309041",27,"",-7.5902,110.87,"DK. TEGALARUM, DS. KATEGUHAN, KEC. SAWIT, KAB. BOYOLALI","","BOYOLALI, JAWA TENGAH","JAWA TENGAH"
"RS UMUM  KARANGGEDE SISMA MEDIKA","3309085",57,"",-7.5651,110.62,"JL. RAYA KARANGGEDE - SOLO KM.1, BOYOLALI","","BOYOLALI, JAWA TENGAH","JAWA TENGAH"
" RS UMUM DAERAH SIMO","3309107",60,"",-7.4371,110.676,"    JL. KEBON IJO DS.SIMO KEC.SIMO, BOYOLALI","","BOYOLALI, JAWA TENGAH","JAWA TENGAH"
"RS UMUM DR. OEN SOLO BARU","3311224",154,"",-7.60747646990467,110.79753635406496,"KOMPLEK PERUMAHAN SOLO BARU KEC.GROGOL SUKOHARJO","","SUKOHARJO, JAWA TENGAH","JAWA TENGAH"
"RS UMUM MARDI LESTARI SRAGEN","3314023",91,"",-7.428,111.018,"JL. ROKAN NO.8,SRAGEN","","SRAGEN, JAWA TENGAH","JAWA TENGAH"
"RS UMUM ASSALAM","3314067",81,"",-2.4185588,108.4919086,"JL. GATOT SUBROTO KM.1,5 KULON PALANG GEMOLONG ","","SRAGEN, JAWA TENGAH","JAWA TENGAH"
"RS UMUM PERMATA BLORA","3316040",61,"",-6.974860954774556,111.41823172883608,"JL. REKSODIPUTRO NO.57,BLORA","","BLORA, JAWA TENGAH","JAWA TENGAH"
" RS UMUM RAJAWALI","3273121",111,"",-6.912116569269123,107.57321457672117,"JL. RAJAWALI NO.38 KOTA BANDUNG","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM BINA SEHAT ","3273442",51,"",-6.986,107.624,"JL. RAYA DAYEUHKOLOT NO.325 BANDUNG","","BANDUNG, JAWA BARAT","JAWA BARAT"
"RS KHUSUS GIGI DAN MULUT UNPAD","3273464",9,"",-6.8888,107.619,"JL. SEKELOA SELATAN I BANDUNG","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM ISLAM AL-IKHLAS","3327043",65,"",-6.904000000000006,109.05943750000006,"JL. KOLONEL SOEGIONO NO. 13 TAMAN","","PEMALANG, JAWA TENGAH","JAWA TENGAH"
" RS UMUM DEDY JAYA","3329067",46,"",-6.8767822999999995,109.03938749999999,"JL. AHMAD YANI NO.57,BREBES","","BREBES, JAWA TENGAH","JAWA TENGAH"
"RS UMUM HARAPAN","3371131",80,"",-7.486776,110.211853,"JL. SENOPATI NO.11,MAGELANG","","KOTA MAGELANG, JAWA TENGAH","JAWA TENGAH"
"RS UMUM ISLAM MAGELANG","3371142",61,"",-7.4532010266973,110.22136361313,"JL. JERUK NO.4 A , SANDEN, KOTA MAGELANG","","KOTA MAGELANG, JAWA TENGAH","JAWA TENGAH"
"RS UMUM QUEEN LATIFA ","3404045",39,"",-7.696,110.346,"JL RING ROAD BARAT - MLANGI - NOGOTIRTO - SLEMAN ","","SLEMAN, DAERAH ISTIMEWA YOGYAKARTA","DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM WISMA PRASHANTI","5102044",53,"",-8.541607656817744,115.11177211013182,"JL. YEH GANGGA NO. 9","","TABANAN, BALI","BALI"
"RS IBU DAN ANAK HST","3503045",24,"",,,"","","JAWA TIMUR","JAWA TIMUR"
"RS UMUM AL - ARIF","3207056",61,"",-6.4449,106.9," JL. R.E. MARTADINATA NO.158 B, BAREGBEG - CIAMIS","","CIAMIS, JAWA BARAT","JAWA BARAT"
"RS IBU DAN ANAK KARUNIA KASIH","3275017",76,"",-6.2758,106.913," JL. RAYA JATIWARINGIN NO.133, PD GEDE BEKASI","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM SRIWIJAYA","1671094",93,"",-2.95965,104.737173,"JL. JENDERAL SUDIRMAN NO. 502 KM.4,5, PALEMBANG","","KOTA PALEMBANG, SUMATERA SELATAN","SUMATERA SELATAN"
"RS HANA CHARITAS ARGA MAKMUR","1703045",63,"",-3.442899,102.178463,"JL. IR. SOEKARNO NO.12 RAMA AGUNG ARGA MAKMUR, BENGKULU UTARA","","BENGKULU UTARA, BENGKULU","BENGKULU"
"RS IBU DAN ANAK RESTU IBU","3314078",46,"",-7.409033269005822,111.05203723239902,"BENDUNGAN, DESA PILANGSARI, KECAMATAN NGRAMPAL","","SRAGEN, JAWA TENGAH","JAWA TENGAH"
"RS MEDIKA HARIFALM TERNATE","8271053",33,"",0.78806,127.377,"JL. ZAINAL ABIDIN SYAH NO.25, TERNATE","","KOTA TERNATE, MALUKU UTARA","MALUKU UTARA"
"RS UMUM DAERAH SUPIORI","9227011",48,"",-0.75,135.5,"JL. RAYA KORIDO MARSRAM SUPIORI TIMUR - SUPIORI","","SUPIORI, PAPUA","PAPUA"
"RS BERSALIN JEUMPA PONTIANAK","6171085",20,"",-0.0225,109.33,"JL. ST. ABDURRAHMAN NO. 54 PONTIANAK","","KOTA PONTIANAK, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS UMUM PRIMA HUSADA","3515130",38,"",-7.352730748192151,112.76623397078856,"JL. LETJEN SUTOYO NO. 03, KEPUH KIRIMAN WARU","","SIDOARJO, JAWA TIMUR","JAWA TIMUR"
"RS UMUM GORAN RIUN","8107024",30,"",-3.994865,131.381808,"JL. LINGKAR PULAU GOROM KECAMATAN PULAU GOROM","","SERAM BAGIAN TIMUR, MALUKU","MALUKU"
"RS NAWACITA DATAH DAVE","6411002",50,"",0.964475196477202,114.32931407299384,"LONG LUNUK DATAH DAWAI KEC. LONG PAHANGAI KAB. MAHAKAM ULU","","MAHAKAM HULU, KALIMANTAN TIMUR","KALIMANTAN TIMUR"
"RS IBU DAN ANAK KARTINI","3217008",27,"",-6.843909899644108,107.48022227492675,"JL. LETKOL GA MANULANG NO. 46 PADALARANG BANDUNG BARAT","","BANDUNG BARAT, JAWA BARAT","JAWA BARAT"
"RS UMUM PERMATA MADINA PANYABUNGAN","1202028",98,"",0.87163,99.5628,"JL MERDEKA NO. 155 KELURAHAN KAYU JATI KECAMATAN PANYABUNGAN","","MANDAILING NATAL, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM BUNGSU","3273110",56,"",-6.918543934193353,107.61335136938101,"JL. VETERAN NO. 6 BANDUNG","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM ST ELISABETH","3216285",90,"",-6.2761215703400515,106.99154717063902,"JL. RAYA NAROGONG 202 KM.5,KEMANG PRATAMA,KEL. BOJONGRAWA LUMBU, KEC. RAWA LUMBU, KOTA BEKASI.","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
" RS IBU DAN ANAK AISYIAH","3310052",82,"",-7.7109,110.598,"JL. KH. HASYIM ASHARI, MOJAYAN, KLATEN","","KLATEN, JAWA TENGAH","JAWA TENGAH"
" RS UMUM HABIBULLAH","3315057",49,"",-7.169479,111.221132,"JL. RAYA TAHUNAN KEC.GABUS KAB.GROBOGAN","","GROBOGAN, JAWA TENGAH","JAWA TENGAH"
"RS UMUM ISLAM WONOSOBO","3307050",116,"",-7.3690876,109.9251476,"JL. LETJEN S. PARMAN KM.3 WONOSOBO",""," WONOSOBO, JAWA TENGAH","JAWA TENGAH"
"RS BHAYANGKARA BALIKPAPAN","6471073",74,"",-1.2653,116.831,"JL. JEND SUDIRMAN NO. 14 KEL PRAPATAN","","KOTA BALIKPAPAN, KALIMANTAN TIMUR","KALIMANTAN TIMUR"
"RS UMUM JUANDA","3208046",117,"",-6.9732,108.491,"JL. IR. H. JUANDA NO. 207, KUNINGAN","","KUNINGAN, JAWA BARAT","JAWA BARAT"
"RS UMUM DAERAH DR. R. SOETIJONO BLORA","3316014",164,"",-6.9711,111.421,"  JL. DR SUTOMO NO. 42,BLORA JAWA TENGAH","","BLORA, JAWA TENGAH","JAWA TENGAH"
"RS SELARAS","3603047",47,"",-6.2288,106.52,"JL. RAYA LAPAN RUMPIN SURADITA","","TANGERANG, BANTEN","BANTEN"
" RS UMUM HARAPAN IBU","3303075",130,"",-7.40055656238444,109.35044282531737,"JL. MAY.JEND.SOENGKONO KM.1,KEC. KALIMANAH, PURBALINGGA DAN JL. SOEKARNO HATTA NO.02 KEC. KALIMANAH ","","PURBALINGGA, JAWA TENGAH","JAWA TENGAH"
" RS IBU DAN ANAK MELINDA ","3273528",27,"",-6.9068,107.603,"JL. PAJAJARAN NO.46 KEL PASIRKALIKI, KEC. CICENDO, KOTA BANDUNG","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM EFARINA ETAHAM","1211124",195,"",3.14547,98.5074,"JL DJAMIN GINTING, BERASTAGI - DESA RAYA, KAB. KARO","","KARO, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM DAERAH KABUPATEN WAKATOBI","7407012",74,"",-5.3296,123.59,"JL. UTUDAE SAMAD KEL. MANDATI III, KEC. WANGI - WANGI SELATAN","","WAKATOBI, SULAWESI TENGGARA","SULAWESI TENGGARA"
"RS UMUM ADVENT BANDUNG","3273085",223,"",-6.891707,107.60307,"JL. CIHAMPELAS NO. 161 BANDUNG","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS SILOAM BEKASI SEPANJANG JAYA","3275307",102,"",-6.2695,106.999,"JL. PRAMUKA NO. 12 RT. 004 RW. 002 KEL. SEPANJANG JAYA KEC. RAWALUMBU BEKASI ","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
" RS UMUM PERTAMINA CILACAP","3301036",51,"",-7.7024,109.042,"JL. DR.SETIABUDI TEGAL KATILAYU, CILACAP","","CILACAP, JAWA TENGAH","JAWA TENGAH"
"RS UMUM SENTOSA","3275035",45,"",-6.2425355008728,107.02629364136," JL. PAHLAWAN NO. 60, DUREN JAYA BEKASI","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
" RS UMUM PERMATA BUNDA","3315035",157,"",-7.093883392996183,110.91826146459584,"JL. HAYAM WURUK NO. 24, PURWODADI, GROBOGAN","","GROBOGAN, JAWA TENGAH","JAWA TENGAH"
"RS UMUM KEBONJATI","3204041",132,"",-6.916,107.596,"JL. KEBONJATI NO. 152  KEL. KEBON JERUK KEC. ANDIR KOTA BANDUNG","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM NGESTI WALUYO","3323024",140,"",-7.286822568320271,110.10528457498549,"JL. PAHLAWAN PARAKAN,TEMANGGUNG","","TEMANGGUNG, JAWA TENGAH","JAWA TENGAH"
"RS UMUM DAERAH NAIBONAT","5303045",71,"",-10.184,123.595," JL. TIMOR RAYA KM.37 OELAMASI, KUPANG","","KUPANG, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS UMUM  NURUSSYIFA","3319043",34,"",-6.8047,110.873,"JL. KUDUS - PATI KM.10 JEKULO, KUDUS","","KUDUS, JAWA TENGAH","JAWA TENGAH"
"RS UMUM PKU MUHAMMADIYAH CEPU","3316051",96,"",-7.151290211724296,111.58423001563551,"JL. RONGGOLAWE NO.137,CEPU","","BLORA, JAWA TENGAH","JAWA TENGAH"
"BMC MAYAPADA HOSPITAL","3271126",95,"",-6.6077,106.811,"JL. PAJAJARAN INDAH V NO.97, BOGOR TIMUR KOTA BOGOR","","KOTA BOGOR, JAWA BARAT","JAWA BARAT"
" RS UMUM NIRMALA SURI","3311213",50,"",-7.646281987738594,110.83135219573978,"JL. RAYA SOLO SUKOHARJO KM.9, SUKOHARJO","","SUKOHARJO, JAWA TENGAH","JAWA TENGAH"
"RS UMUM ARTHA MEDICA","1276036",127,"",3.59906,98.4787,"BINJAI SUMATERA UTARA","","KOTA BINJAI, SUMATERA UTARA","SUMATERA UTARA"
" RS UMUM TK. III CIREMAI","3274020",191,"",-6.7379,108.55,"JL. KESAMBI NO. 237 CIREBON","","KOTA CIREBON, JAWA BARAT","JAWA BARAT"
"RS UMUM CAHYA KAWALUYAN","3217121",122,"",-6.865707131743182,107.47396546043547,"JL. PARAHYANGAN KM. 3 - KOTA BARU PARAHYANGAN KEC. PADALARANG KBB","","BANDUNG BARAT, JAWA BARAT","JAWA BARAT"
"RS UMUM PMI BOGOR","3271013",290,"",-6.598683929237833,106.80506659126284,"JL. RAYA PAJAJARAN NO. 80 BOGOR","","KOTA BOGOR, JAWA BARAT","JAWA BARAT"
